# inner_mean	 background_mean	 backgroudn_std	 inner_no_poitns	 outer_no_points
3.417063492063492049e+03 3.411779850746268494e+03 1.204748242636378563e+01 4.410000000000000000e+02 2.680000000000000000e+02
3.424347471451876117e+03 3.417555555555555657e+03 8.289788766354256211e+00 6.130000000000000000e+02 3.420000000000000000e+02
3.422835962145110443e+03 3.415089622641509322e+03 7.752448538891864693e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.425000000000000000e+03 3.418255033557046772e+03 8.031109280419590490e+00 2.530000000000000000e+02 1.490000000000000000e+02
3.432005076142132111e+03 3.424071428571428442e+03 8.116812986710021605e+00 1.970000000000000000e+02 9.800000000000000000e+01
3.442013422818792151e+03 3.425904761904761926e+03 7.241227392483946979e+00 1.490000000000000000e+02 6.300000000000000000e+01
3.426847715736040755e+03 3.417341666666666697e+03 1.099810274042249958e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.453234899328859228e+03 3.429584615384615518e+03 1.004588290363816050e+01 1.490000000000000000e+02 6.500000000000000000e+01
3.426055837563451860e+03 3.417636363636363512e+03 8.239415671954130715e+00 1.970000000000000000e+02 9.900000000000000000e+01
3.427724832214765229e+03 3.418230769230769056e+03 8.424130597952583344e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.424989389920424401e+03 3.420435233160621920e+03 8.451458596406659751e+00 3.770000000000000000e+02 1.930000000000000000e+02
3.425659305993690850e+03 3.419561320754717144e+03 7.667686064019685332e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.424877984084880609e+03 3.419741525423728945e+03 7.257151076068283579e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.423401015228426331e+03 3.417699999999999818e+03 6.765845598790048321e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.426385786802030452e+03 3.420500000000000000e+03 8.962886439832502106e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.429832807570977820e+03 3.419299516908212354e+03 9.105774021991166478e+00 3.170000000000000000e+02 2.070000000000000000e+02
3.516920424403183006e+03 3.426619631901840421e+03 8.029247601264883016e+00 3.770000000000000000e+02 1.630000000000000000e+02
3.421776937618147258e+03 3.411322580645161452e+03 1.215903689798279608e+01 5.290000000000000000e+02 3.720000000000000000e+02
3.441801061007957742e+03 3.419035714285714221e+03 7.615689364056017041e+00 3.770000000000000000e+02 1.680000000000000000e+02
3.431424778761062043e+03 3.421714285714285779e+03 7.879405689111675493e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.433430839002267476e+03 3.420563909774436070e+03 7.347807594309147206e+00 4.410000000000000000e+02 2.660000000000000000e+02
3.419753943217665437e+03 3.414969849246231206e+03 7.536783865320121123e+00 3.170000000000000000e+02 1.990000000000000000e+02
3.431744966442953228e+03 3.421740384615384755e+03 6.511816466871962916e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.427889589905362755e+03 3.413853773584905866e+03 8.663104094521189680e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.440110671936758990e+03 3.419292553191489333e+03 7.559307907103977264e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.428462585034013500e+03 3.419562500000000000e+03 8.228631688457426208e+00 4.410000000000000000e+02 2.240000000000000000e+02
3.427174496644295232e+03 3.417824324324324152e+03 8.867429177565393061e+00 1.490000000000000000e+02 7.400000000000000000e+01
3.429079575596816994e+03 3.420245762711864245e+03 8.034287160724495891e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.435785145888594343e+03 3.416545045045044844e+03 7.486639616391234320e+00 3.770000000000000000e+02 2.220000000000000000e+02
3.437208616780045304e+03 3.420462068965517119e+03 8.469841581106274830e+00 4.410000000000000000e+02 1.450000000000000000e+02
3.433124716553288181e+03 3.423253731343283562e+03 1.050528407706159228e+01 4.410000000000000000e+02 2.680000000000000000e+02
3.432491027732463408e+03 3.420905660377358345e+03 8.295101572524169242e+00 6.130000000000000000e+02 3.180000000000000000e+02
3.431007905138339993e+03 3.422122905027933029e+03 7.367942068974376646e+00 2.530000000000000000e+02 1.790000000000000000e+02
3.491199021207177793e+03 3.426710526315789593e+03 9.536992014364697567e+00 6.130000000000000000e+02 3.420000000000000000e+02
3.429252964426877497e+03 3.423696808510638220e+03 8.074690589259008178e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.429147392290249627e+03 3.421354477611940183e+03 7.058741967230884207e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.419755968169761218e+03 3.411994791666666515e+03 9.641758892439208140e+00 3.770000000000000000e+02 1.920000000000000000e+02
3.489419753086419860e+03 3.439636363636363512e+03 8.587581526473517357e+00 8.100000000000000000e+01 3.300000000000000000e+01
3.419498023715415002e+03 3.413569148936170222e+03 1.145019303559054080e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.431221476510067077e+03 3.424855769230769056e+03 1.166966668599108559e+01 1.490000000000000000e+02 1.040000000000000000e+02
3.430628647214854027e+03 3.417148305084745971e+03 1.080289692041097638e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.418952691680261069e+03 3.412901960784313815e+03 7.453353595225145511e+00 6.130000000000000000e+02 3.060000000000000000e+02
3.435294416243654723e+03 3.420729411764705674e+03 8.462218086772338665e+00 1.970000000000000000e+02 8.500000000000000000e+01
3.469140939597315537e+03 3.428971014492753511e+03 7.025772461512638678e+00 1.490000000000000000e+02 6.900000000000000000e+01
3.883192495921696718e+03 3.432822857142857174e+03 9.394377823670790661e+00 6.130000000000000000e+02 3.500000000000000000e+02
3.432410094637224120e+03 3.423278301886792633e+03 8.504876566905501534e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.428657718120805384e+03 3.420730769230769056e+03 7.725122315724160416e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.427509881422924991e+03 3.419138297872340445e+03 7.730983620540099466e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.437535809018567761e+03 3.423480662983425191e+03 8.185414301992269159e+00 3.770000000000000000e+02 1.810000000000000000e+02
3.425355329949238694e+03 3.413206896551724185e+03 1.212401239588220569e+01 1.970000000000000000e+02 8.700000000000000000e+01
3.436121827411167487e+03 3.422824999999999818e+03 9.559168809751888318e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.439745358090185618e+03 3.420991525423728945e+03 8.246720727527289796e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.424234567901234641e+03 3.418014705882353155e+03 1.484180566850711891e+01 8.100000000000000000e+01 6.800000000000000000e+01
3.537895595432300070e+03 3.425139158576051614e+03 1.030207447316227487e+01 6.130000000000000000e+02 3.090000000000000000e+02
3.427461247637051201e+03 3.412457983193277414e+03 8.873309954348266970e+00 5.290000000000000000e+02 2.380000000000000000e+02
3.424422924901185979e+03 3.416760638297872447e+03 8.286180729500022935e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.420927444794952862e+03 3.415400943396226467e+03 8.695834996123998906e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.432826086956521522e+03 3.416565656565656354e+03 9.410390721173616413e+00 5.290000000000000000e+02 2.970000000000000000e+02
3.429010152284263768e+03 3.425216666666666697e+03 8.604440068295490462e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.433505668934240475e+03 3.424515151515151501e+03 7.616255391540148523e+00 4.410000000000000000e+02 2.310000000000000000e+02
3.441801261829652958e+03 3.415420118343195099e+03 1.177731537246262938e+01 3.170000000000000000e+02 1.690000000000000000e+02
3.435379310344827445e+03 3.429550000000000182e+03 1.656947494641879004e+01 2.900000000000000000e+01 2.000000000000000000e+01
3.451238938053097172e+03 3.426153846153846189e+03 9.894412983296366093e+00 1.130000000000000000e+02 5.200000000000000000e+01
3.422327895595432437e+03 3.412996732026143945e+03 7.118280969508703038e+00 6.130000000000000000e+02 3.060000000000000000e+02
3.426578249336870158e+03 3.418169491525423837e+03 7.733161132252825531e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.434758620689655345e+03 3.426319371727748603e+03 1.043943347758979989e+01 3.770000000000000000e+02 1.910000000000000000e+02
3.434604026845637691e+03 3.426987012987012804e+03 7.253290353204074670e+00 1.490000000000000000e+02 7.700000000000000000e+01
3.424249211356466731e+03 3.419495283018868122e+03 7.681451342762061429e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.424991843393148429e+03 3.419580808080807856e+03 8.379932459982843085e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.469842639593908643e+03 3.428297872340425329e+03 1.034904640198852022e+01 1.970000000000000000e+02 9.400000000000000000e+01
3.436389261744966461e+03 3.431893617021276441e+03 1.120644579439391464e+01 1.490000000000000000e+02 4.700000000000000000e+01
3.439184339314845147e+03 3.425241635687732469e+03 1.204410940261756302e+01 6.130000000000000000e+02 2.690000000000000000e+02
3.435604026845637691e+03 3.427211538461538566e+03 7.170550183969735869e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.427027732463295251e+03 3.419503246753246913e+03 9.503074819080133295e+00 6.130000000000000000e+02 3.080000000000000000e+02
3.440761273209549017e+03 3.418110169491525539e+03 8.005595393122941772e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.427631321370310161e+03 3.414631313131313163e+03 6.926411849144474608e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.436147208121827589e+03 3.423000000000000000e+03 7.960318251594383554e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.435636215334420740e+03 3.420758364312267531e+03 9.604694809325684091e+00 6.130000000000000000e+02 2.690000000000000000e+02
3.440324110671936978e+03 3.425914893617021335e+03 7.639705316902491106e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.422053050397877996e+03 3.411559322033898297e+03 1.138765490722847318e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.501857142857142662e+03 3.427453658536585408e+03 7.997807552042015544e+00 4.410000000000000000e+02 2.050000000000000000e+02
3.469060913705583971e+03 3.426159574468084884e+03 8.626164049095130792e+00 1.970000000000000000e+02 9.400000000000000000e+01
3.433008849557521899e+03 3.425880952380952294e+03 7.313400554078731020e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.427675736961451094e+03 3.413630597014925570e+03 1.412582438546318286e+01 4.410000000000000000e+02 2.680000000000000000e+02
3.431629690048939665e+03 3.420090342679127843e+03 8.894392517908871199e+00 6.130000000000000000e+02 3.210000000000000000e+02
3.430106719367588994e+03 3.423861702127659555e+03 9.658092256700161471e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.489469135802469282e+03 3.427807692307692378e+03 7.216536729405865103e+00 8.100000000000000000e+01 2.600000000000000000e+01
3.468259380097879330e+03 3.425344473007712168e+03 8.119898535616432156e+00 6.130000000000000000e+02 3.890000000000000000e+02
3.431729442970822220e+03 3.425173728813559137e+03 8.508190749199444625e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.420332015810276516e+03 3.412537234042553337e+03 1.005112975594067315e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.433234899328859228e+03 3.425538461538461434e+03 1.029275611303244808e+01 1.490000000000000000e+02 1.040000000000000000e+02
3.429751677852349076e+03 3.422000000000000000e+03 7.624605916676309825e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.485197628458498002e+03 3.429807407407407482e+03 9.775628271025780691e+00 2.530000000000000000e+02 1.350000000000000000e+02
3.450371941272430831e+03 3.423438405797101495e+03 1.023101863873062101e+01 6.130000000000000000e+02 2.760000000000000000e+02
3.430043478260869506e+03 3.422550000000000182e+03 8.109716394547961116e+00 2.530000000000000000e+02 1.000000000000000000e+02
3.550538336052202339e+03 3.418446969696969518e+03 8.108152519650207779e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.437264822134387487e+03 3.424663716814159216e+03 9.537639101822838583e+00 2.530000000000000000e+02 1.130000000000000000e+02
3.459734513274336223e+03 3.436285714285714221e+03 1.309541125426641095e+01 1.130000000000000000e+02 1.400000000000000000e+01
3.432055702917771669e+03 3.420203296703296928e+03 7.947450355537012179e+00 3.770000000000000000e+02 1.820000000000000000e+02
3.423342281879194616e+03 3.413336538461538566e+03 7.525099765404438479e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.434529300567107839e+03 3.423535326086956502e+03 7.724104837833392523e+00 5.290000000000000000e+02 3.680000000000000000e+02
3.427494071146245005e+03 3.413941489361702224e+03 1.183044134690894644e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.436657718120805384e+03 3.421342857142857156e+03 6.981374638044765213e+00 1.490000000000000000e+02 7.000000000000000000e+01
3.443625850340135912e+03 3.421977611940298630e+03 8.789381668699247641e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.454957585644372102e+03 3.425750000000000000e+03 8.652413979738120986e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.430640316205533509e+03 3.423059829059829099e+03 7.949940168877258628e+00 2.530000000000000000e+02 1.170000000000000000e+02
3.437681388012618299e+03 3.421163636363636215e+03 7.684136282837722653e+00 3.170000000000000000e+02 1.650000000000000000e+02
3.435066312997347268e+03 3.416911016949152327e+03 1.483827097092152414e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.434654822335025528e+03 3.428166666666666515e+03 7.490364180435791219e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.460528548123980272e+03 3.417923913043478478e+03 8.127918020917618946e+00 6.130000000000000000e+02 2.760000000000000000e+02
3.425507614213197940e+03 3.414091666666666697e+03 9.890227359480782354e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.431262599469495854e+03 3.417093220338982974e+03 8.768672365480741249e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.440268774703557483e+03 3.421651376146789062e+03 8.106375502917032350e+00 2.530000000000000000e+02 1.090000000000000000e+02
3.434629629629629562e+03 3.418870967741935601e+03 6.368987033875095349e+00 8.100000000000000000e+01 3.100000000000000000e+01
3.425270557029177780e+03 3.421105932203389784e+03 9.185552328990562287e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.433078864353312383e+03 3.420603773584905866e+03 8.246988295658979951e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.439829652996845653e+03 3.423534591194968471e+03 7.107246611214984355e+00 3.170000000000000000e+02 1.590000000000000000e+02
3.425583892617449692e+03 3.412384615384615245e+03 1.094506184076750088e+01 1.490000000000000000e+02 1.040000000000000000e+02
3.426412698412698319e+03 3.418929104477611872e+03 7.915517771194716445e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.428132625994694990e+03 3.424368644067796595e+03 7.818634836326655346e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.430833605220228492e+03 3.423778089887640363e+03 8.892849845462516001e+00 6.130000000000000000e+02 3.560000000000000000e+02
3.590874388254486348e+03 3.436832386363636488e+03 1.507227952946598926e+01 6.130000000000000000e+02 3.520000000000000000e+02
3.433569169960474483e+03 3.425712765957446663e+03 1.045926479295050093e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.431383742911153149e+03 3.420486666666666679e+03 7.527050477370861081e+00 5.290000000000000000e+02 3.000000000000000000e+02
3.421240075614366560e+03 3.414505376344086017e+03 8.553278508587331075e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.449068515497553108e+03 3.419092000000000098e+03 8.365377218033865248e+00 6.130000000000000000e+02 2.500000000000000000e+02
3.419656126482213494e+03 3.413191489361702224e+03 1.038132180710398700e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.440154574132492144e+03 3.421518867924528422e+03 1.331422216751516707e+01 3.170000000000000000e+02 2.120000000000000000e+02
3.578555555555555657e+03 3.454031250000000000e+03 1.128462553377381639e+01 8.100000000000000000e+01 3.200000000000000000e+01
3.429684542586750922e+03 3.422410596026490111e+03 7.232443023977689123e+00 3.170000000000000000e+02 1.510000000000000000e+02
3.533125611745513652e+03 3.421017857142857338e+03 9.079984013965969325e+00 6.130000000000000000e+02 3.360000000000000000e+02
3.427346938775510353e+03 3.414855855855855680e+03 7.997574910414465776e+00 4.410000000000000000e+02 2.220000000000000000e+02
3.426533596837944515e+03 3.412367021276595551e+03 1.164631151817049393e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.866745513866231704e+03 3.435237196765498538e+03 1.121189283434953055e+01 6.130000000000000000e+02 3.710000000000000000e+02
3.420662460567823473e+03 3.416764150943396089e+03 7.703285119842926854e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.425822335025380653e+03 3.421591666666666697e+03 7.958743444930374444e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.437123028391167281e+03 3.421990566037735789e+03 7.998225372766357921e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.547269035532995076e+03 3.447333333333333485e+03 1.524855791602991140e+01 1.970000000000000000e+02 5.400000000000000000e+01
3.426738988580750629e+03 3.422106060606060510e+03 7.777776138003237527e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.503557312252964493e+03 3.428951048951048961e+03 8.200570226914395633e+00 2.530000000000000000e+02 1.430000000000000000e+02
3.439591511936339430e+03 3.424540669856459317e+03 7.902487133844294576e+00 3.770000000000000000e+02 2.090000000000000000e+02
3.437700507614213166e+03 3.429533333333333303e+03 1.047929174875647718e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.445020134228187999e+03 3.429849999999999909e+03 9.246756187982898112e+00 1.490000000000000000e+02 8.000000000000000000e+01
3.432359683794466491e+03 3.419050632911392313e+03 1.390100509450298105e+01 2.530000000000000000e+02 1.580000000000000000e+02
3.429182741116751458e+03 3.420224489795918544e+03 7.550551557424427074e+00 1.970000000000000000e+02 9.800000000000000000e+01
3.494837563451776532e+03 3.435550561797752835e+03 1.341641727486783253e+01 1.970000000000000000e+02 8.900000000000000000e+01
3.431438485804416359e+03 3.422500000000000000e+03 8.194280103529187897e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.449696574225122276e+03 3.421629441624365427e+03 7.726265190885682976e+00 6.130000000000000000e+02 3.940000000000000000e+02
3.436691358024691453e+03 3.426485294117646845e+03 7.927043523984329099e+00 8.100000000000000000e+01 6.800000000000000000e+01
3.432229249011857519e+03 3.423026315789473756e+03 7.959558444858553017e+00 2.530000000000000000e+02 1.520000000000000000e+02
3.431159292035398266e+03 3.426178571428571558e+03 9.031902075534299357e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.429823817292006424e+03 3.425957070707070670e+03 8.064805414189351040e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.436514739229025054e+03 3.419796460176991332e+03 7.841526955368893326e+00 4.410000000000000000e+02 2.260000000000000000e+02
3.420892249527410058e+03 3.415970430107526681e+03 1.169121933300487015e+01 5.290000000000000000e+02 3.720000000000000000e+02
3.440345132743362683e+03 3.423274193548387302e+03 1.378775678828363738e+01 1.130000000000000000e+02 6.200000000000000000e+01
3.423512690355330051e+03 3.418349999999999909e+03 7.771368390873429455e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.427351473922902642e+03 3.419838174273858840e+03 8.150729620544529652e+00 4.410000000000000000e+02 2.410000000000000000e+02
3.430203045685278994e+03 3.423436974789915894e+03 7.480662640246488415e+00 1.970000000000000000e+02 1.190000000000000000e+02
3.432976284584980021e+03 3.425505319148935996e+03 8.245241916393119652e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.435456375838926306e+03 3.418009615384615245e+03 8.105666574767418808e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.429955835962145102e+03 3.424867924528301955e+03 8.152526488472604527e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.429677852348993383e+03 3.418951923076922867e+03 7.751401619772124718e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.447488958990536503e+03 3.424568181818181984e+03 8.256946737232087941e+00 3.170000000000000000e+02 1.760000000000000000e+02
3.431013050570962605e+03 3.424073232323232332e+03 7.966292032307484838e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.427472081218274070e+03 3.422708333333333485e+03 7.478185868838035155e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.432132492113564695e+03 3.419840659340659386e+03 7.212008880522986942e+00 3.170000000000000000e+02 1.820000000000000000e+02
3.429557911908646020e+03 3.412133333333333212e+03 9.701971653651332517e+00 6.130000000000000000e+02 3.150000000000000000e+02
3.422241610738255076e+03 3.412723684210526244e+03 1.044861950615905677e+01 1.490000000000000000e+02 7.600000000000000000e+01
3.436020408163265529e+03 3.429656250000000000e+03 7.912053206184852527e+00 4.900000000000000000e+01 3.200000000000000000e+01
3.459680261011419134e+03 3.419654040404040188e+03 8.501871976775387196e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.442831858407079835e+03 3.429321428571428442e+03 8.712553496844316570e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.435079395085066153e+03 3.426021505376344066e+03 7.530552100486599620e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.431265486725663777e+03 3.423666666666666515e+03 7.570829566002679201e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.462950617283950578e+03 3.417000000000000000e+03 0.000000000000000000e+00 8.100000000000000000e+01 1.000000000000000000e+00
3.428677852348993383e+03 3.416730769230769056e+03 9.073663039078846637e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.434939597315436458e+03 3.422884615384615245e+03 8.697156578122454462e+00 1.490000000000000000e+02 5.200000000000000000e+01
3.448820554649265887e+03 3.416492401215805330e+03 7.770302557362025908e+00 6.130000000000000000e+02 3.290000000000000000e+02
3.439300884955752281e+03 3.429024096385542180e+03 1.082942878447144963e+01 1.130000000000000000e+02 8.300000000000000000e+01
3.421695652173913004e+03 3.418436170212765774e+03 9.453760380543275943e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.437684563758389231e+03 3.429663461538461434e+03 9.854333854201367870e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.554404567699836662e+03 3.430959854014598477e+03 2.621503986850211376e+01 6.130000000000000000e+02 2.740000000000000000e+02
3.432527918781725930e+03 3.416519607843137237e+03 1.324929179916973254e+01 1.970000000000000000e+02 1.020000000000000000e+02
3.428147651006711385e+03 3.420433734939759233e+03 7.609747666263377397e+00 1.490000000000000000e+02 8.300000000000000000e+01
3.428179810725552215e+03 3.421050000000000182e+03 7.349149610669249988e+00 3.170000000000000000e+02 1.600000000000000000e+02
3.425268138801262012e+03 3.419367924528301955e+03 7.834160165821095312e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.432031830238726798e+03 3.420176923076923231e+03 8.283872547226824423e+00 3.770000000000000000e+02 1.300000000000000000e+02
3.435114624505928987e+03 3.421744680851064004e+03 8.615221771651597749e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.427425774877650838e+03 3.411449999999999818e+03 9.543004169098354694e+00 6.130000000000000000e+02 2.800000000000000000e+02
3.428873517786561479e+03 3.424611702127659555e+03 8.305552569560928688e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.430723320158102979e+03 3.420916666666666515e+03 7.230031714028547718e+00 2.530000000000000000e+02 1.320000000000000000e+02
3.424586750788643712e+03 3.419165094339622556e+03 8.101135984316215399e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.440805309734513230e+03 3.429727272727272521e+03 9.714945459921850102e+00 1.130000000000000000e+02 2.200000000000000000e+01
3.433887438825448498e+03 3.427301265822784899e+03 8.795446083935377857e+00 6.130000000000000000e+02 3.950000000000000000e+02
3.422165532879818784e+03 3.414053030303030482e+03 9.724862228469774550e+00 4.410000000000000000e+02 2.640000000000000000e+02
3.426827160493827250e+03 3.416745098039215463e+03 1.561779168599873024e+01 8.100000000000000000e+01 5.100000000000000000e+01
3.482782493368700216e+03 3.434534482758620470e+03 1.282313218310311775e+01 3.770000000000000000e+02 1.740000000000000000e+02
3.419379446640316019e+03 3.412660493827160280e+03 9.641194780377158935e+00 2.530000000000000000e+02 1.620000000000000000e+02
3.526079934747145217e+03 3.424700280112044766e+03 1.072562443540609678e+01 6.130000000000000000e+02 3.570000000000000000e+02
3.483061224489796132e+03 3.457125000000000000e+03 1.907728251961828292e+01 4.900000000000000000e+01 2.400000000000000000e+01
3.440745358090185618e+03 3.424449152542372758e+03 8.207682901029345501e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.445318302387267977e+03 3.429563559322034052e+03 8.279555843059778653e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.634681415929203467e+03 3.481419354838709751e+03 2.105411490475143665e+01 1.130000000000000000e+02 3.100000000000000000e+01
3.437812080536912617e+03 3.432259615384615245e+03 1.195021338102675834e+01 1.490000000000000000e+02 1.040000000000000000e+02
3.430243654822334975e+03 3.424391666666666879e+03 8.002391135709933323e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.450026548672566150e+03 3.440809523809523853e+03 1.014006221272850716e+01 1.130000000000000000e+02 8.400000000000000000e+01
3.495546492659053911e+03 3.427865329512893823e+03 8.119923229820798838e+00 6.130000000000000000e+02 3.490000000000000000e+02
3.432629441624365427e+03 3.420891666666666879e+03 8.296380569595127596e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.627241435562805691e+03 3.443029239766081901e+03 1.922167602595064650e+01 6.130000000000000000e+02 3.420000000000000000e+02
3.436268456375838923e+03 3.429134615384615245e+03 9.384989746631516638e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.433043478260869506e+03 3.422719999999999800e+03 1.467202326424909664e+01 2.530000000000000000e+02 7.500000000000000000e+01
3.438880913539967423e+03 3.420032828282828177e+03 8.115730646097624401e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.468308724832214921e+03 3.434121212121212011e+03 8.569705541978482444e+00 1.490000000000000000e+02 6.600000000000000000e+01
3.426611987381703329e+03 3.412222222222222172e+03 9.481525997046498233e+00 3.170000000000000000e+02 1.170000000000000000e+02
3.507035398230088504e+03 3.442720930232558203e+03 1.043546186093104566e+01 1.130000000000000000e+02 4.300000000000000000e+01
3.439513274336283303e+03 3.430125000000000000e+03 8.163370933627847492e+00 1.130000000000000000e+02 6.400000000000000000e+01
3.434345177664974472e+03 3.418322916666666515e+03 9.699113782182484655e+00 1.970000000000000000e+02 9.600000000000000000e+01
3.432362811791383137e+03 3.422884328358209132e+03 7.265080604555488542e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.441761814744801541e+03 3.427750000000000000e+03 7.960883873227316165e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.429332015810276516e+03 3.415580645161290249e+03 1.032808321081764724e+01 2.530000000000000000e+02 1.550000000000000000e+02
3.536081566068515713e+03 3.440465671641791232e+03 1.208098978151774183e+01 6.130000000000000000e+02 3.350000000000000000e+02
3.461024469820554714e+03 3.421438235294117476e+03 7.534958320111209140e+00 6.130000000000000000e+02 3.400000000000000000e+02
3.546526916802610231e+03 3.431198113207547067e+03 9.856600583181121422e+00 6.130000000000000000e+02 3.180000000000000000e+02
3.435284584980237014e+03 3.427585106382978665e+03 8.200168102153535088e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.424697612732095422e+03 3.416868644067796595e+03 1.111971222003353432e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.452274336283185676e+03 3.430166666666666515e+03 7.665760816050085857e+00 1.130000000000000000e+02 4.800000000000000000e+01
3.427686200378072044e+03 3.419521505376344066e+03 8.026640447511462995e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.433761421319797137e+03 3.429283333333333303e+03 7.564371898725116061e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.434727569331158065e+03 3.417131313131313163e+03 8.595742973448260216e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.436618037135278428e+03 3.427203883495145419e+03 8.457040754100910718e+00 3.770000000000000000e+02 2.060000000000000000e+02
3.435375838926174310e+03 3.428259615384615245e+03 7.436907949683860153e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.449134228187919689e+03 3.425178571428571558e+03 7.608987033335607109e+00 1.490000000000000000e+02 5.600000000000000000e+01
3.429969543147208242e+03 3.423785714285714221e+03 6.971150462836834372e+00 1.970000000000000000e+02 8.400000000000000000e+01
